id,task,stimulus,density,frequency,length,item,rt,log_rt,correct,NumID
L21,lexdec,word,low,low,5,discs,1.922,.653366310548101,TRUE,13
L21,lexdec,word,low,low,5,joins,3.515,1.25703952526263,TRUE,13
L21,lexdec,word,low,low,5,abide,2.75,1.01160091167848,TRUE,13
L21,lexdec,word,low,low,6,bolted,2.265,.817574758934997,TRUE,13
L21,lexdec,word,low,low,6,hinted,1.297,.260053905334307,TRUE,13
L21,lexdec,word,low,low,4,oxen,1.25,.22314355131421,TRUE,13
L21,lexdec,word,low,low,4,grub,1.343,.294905917541101,TRUE,13
L21,lexdec,word,low,low,4,soak,1.047,.0459289318883997,TRUE,13
L21,lexdec,word,low,low,5,irons,1.641,.495305812107954,TRUE,13
L21,lexdec,word,low,low,6,taxing,1.61,.476234178996372,TRUE,13
L21,lexdec,word,low,low,6,chewed,.937,-.0650719967437148,TRUE,13
L21,lexdec,word,low,low,4,wrap,1.141,.131905070879939,TRUE,13
L21,lexdec,word,low,low,4,itch,2.203,.789820067820206,TRUE,13
L21,lexdec,word,low,low,5,derby,1.687,.522951803563831,TRUE,13
L21,lexdec,word,low,low,5,baton,1.281,.247641022914597,TRUE,13
L21,lexdec,word,low,low,5,sofas,1.484,.394741144745189,TRUE,13
L21,lexdec,word,low,low,6,clique,1.75,.559615787935423,TRUE,13
L21,lexdec,word,low,low,6,fluent,1.156,.144965770250186,TRUE,13
L21,lexdec,word,low,low,6,larvae,1.062,.0601539228197471,TRUE,13
L21,lexdec,word,low,low,4,hazy,1.906,.64500680523201,TRUE,13
L21,lexdec,word,low,low,4,blur,1.343,.294905917541101,TRUE,13
L21,lexdec,word,low,low,5,hosts,2.172,.775648402071689,TRUE,13
L21,lexdec,word,low,low,5,farce,1.579,.456791735273505,TRUE,13
L21,lexdec,word,low,low,5,plush,1.109,.10345870836823,TRUE,13
L21,lexdec,word,low,low,6,compel,1.078,.0751074724868055,TRUE,13
L21,lexdec,word,low,low,6,glazed,1.344,.295650242100958,TRUE,13
L21,lexdec,word,low,low,4,glee,1.422,.352064331381049,TRUE,13
L21,lexdec,word,low,low,4,dual,1.859,.620038708739307,TRUE,13
L21,lexdec,word,low,low,4,levy,.797,-.226900600191922,TRUE,13
L21,lexdec,word,low,low,6,glowed,1.016,.0158733491562902,TRUE,13
L21,lexdec,word,low,low,6,weighs,1,0,TRUE,13
L23,lexdec,nonword,high,high,4,uows,.516,-.661648513500574,TRUE,14
L23,lexdec,nonword,high,high,4,haie,1.594,.466246580368023,TRUE,14
L23,lexdec,nonword,high,high,4,siae,.704,-.350976922824095,TRUE,14
L23,lexdec,nonword,high,high,5,clajs,.859,-.151986356997882,TRUE,14
L23,lexdec,nonword,high,high,5,taies,3.297,1.19301296408959,TRUE,14
L23,lexdec,nonword,high,high,6,eapped,.796,-.228156093137754,TRUE,14
L23,lexdec,nonword,high,high,6,eoomed,.937,-.0650719967437148,TRUE,14
L23,lexdec,nonword,high,high,6,seaqed,1.563,.44660705143934,TRUE,14
L23,lexdec,nonword,high,high,4,tiue,.578,-.54818141030976,TRUE,14
L23,lexdec,nonword,high,high,4,diae,1.062,.0601539228197471,TRUE,14
L23,lexdec,nonword,high,high,4,iape,.938,-.0640053299759124,TRUE,14
L23,lexdec,nonword,high,high,5,aeeds,.969,-.0314906670913708,TRUE,14
L23,lexdec,nonword,high,high,5,uands,.75,-.287682072451781,TRUE,14
L23,lexdec,nonword,high,high,5,oines,.969,-.0314906670913708,TRUE,14
L23,lexdec,nonword,high,high,6,uilled,1.203,.184818436992542,TRUE,14
L23,lexdec,nonword,high,high,6,leaoed,.703,-.352398387171472,TRUE,14
L23,lexdec,nonword,high,high,4,iout,.922,-.0812100554255432,TRUE,14
L23,lexdec,nonword,high,high,4,braj,.719,-.32989392126109,TRUE,14
L23,lexdec,nonword,high,high,4,uans,1.484,.394741144745189,TRUE,14
L23,lexdec,nonword,high,high,5,aeals,.735,-.3078847797693,TRUE,14
L23,lexdec,nonword,high,high,5,ueans,.735,-.3078847797693,TRUE,14
L23,lexdec,nonword,high,high,6,grajes,.937,-.0650719967437148,TRUE,14
L23,lexdec,nonword,high,high,6,xashed,.781,-.247180129142451,TRUE,14
L23,lexdec,nonword,high,high,4,uood,.656,-.421594490038048,TRUE,14
L23,lexdec,nonword,high,high,4,aown,.968,-.0325231917055601,TRUE,14
L23,lexdec,nonword,high,high,4,uabs,1,0,TRUE,14
L23,lexdec,nonword,high,high,5,eings,.703,-.352398387171472,TRUE,14
L23,lexdec,nonword,high,high,5,uests,1.156,.144965770250186,TRUE,14
L23,lexdec,nonword,high,high,6,aettle,.562,-.576253429088446,TRUE,14
L23,lexdec,nonword,high,high,6,sgacks,.688,-.373966441048793,TRUE,14
L23,lexdec,nonword,high,high,6,oarrow,.797,-.226900600191922,TRUE,14
L23,lexdec,nonword,high,high,4,iunt,.625,-.470003629245736,TRUE,14
L23,lexdec,nonword,high,high,4,oang,.656,-.421594490038048,TRUE,14
L23,lexdec,nonword,high,high,4,sanm,.593,-.522560879984412,TRUE,14
L23,lexdec,nonword,high,high,5,mioes,.781,-.247180129142451,TRUE,14
L23,lexdec,nonword,high,high,5,shaoe,.563,-.574475650842447,TRUE,14
L23,lexdec,nonword,high,high,5,waued,.672,-.397496938458987,TRUE,14
L23,lexdec,nonword,high,high,6,sxared,.671,-.398986142010455,TRUE,14
L23,lexdec,nonword,high,high,6,stajed,1.313,.272314595320659,TRUE,14
L23,lexdec,word,high,high,4,post,.984,-.0161293819298836,TRUE,14
L23,lexdec,word,high,high,4,fill,3.39,1.22082992139236,TRUE,14
L23,lexdec,word,high,high,4,blow,.859,-.151986356997882,TRUE,14
L23,lexdec,word,high,high,5,store,.656,-.421594490038048,TRUE,14
L23,lexdec,word,high,high,5,bound,.766,-.266573109241546,TRUE,14
L23,lexdec,word,high,high,6,rights,2.047,.716375306679153,TRUE,14
L23,lexdec,word,high,high,6,packed,1.781,.577175004307525,TRUE,14
L23,lexdec,word,high,high,4,pool,.672,-.397496938458987,TRUE,14
L23,lexdec,word,high,high,4,boat,.797,-.226900600191922,TRUE,14
L23,lexdec,word,high,high,5,sight,1,0,TRUE,14
L23,lexdec,word,high,high,5,match,.937,-.0650719967437148,TRUE,14
L23,lexdec,word,high,high,5,loved,.75,-.287682072451781,TRUE,14
L23,lexdec,word,high,high,6,finger,1.25,.22314355131421,TRUE,14
L23,lexdec,word,high,high,6,leader,.594,-.520875959619492,TRUE,14
L23,lexdec,word,high,high,4,rise,.75,-.287682072451781,TRUE,14
L23,lexdec,word,high,high,4,sold,1.359,.306749135169007,TRUE,14
L23,lexdec,word,high,high,5,faced,1.078,.0751074724868055,TRUE,14
L23,lexdec,word,high,high,5,lower,1.359,.306749135169007,TRUE,14
L23,lexdec,word,high,high,5,grown,1.282,.248421358498478,TRUE,14
L23,lexdec,word,high,high,6,pulled,.562,-.576253429088446,TRUE,14
L23,lexdec,word,high,high,6,latter,1.047,.0459289318883997,TRUE,14
L23,lexdec,word,high,high,4,tour,2.656,.976821231614187,TRUE,14
L23,lexdec,word,high,high,4,park,.578,-.54818141030976,TRUE,14
L23,lexdec,word,high,high,5,homes,.578,-.54818141030976,TRUE,14
L23,lexdec,word,high,high,5,pages,.75,-.287682072451781,TRUE,14
L23,lexdec,word,high,high,6,picked,.61,-.49429632181478,TRUE,14
L23,lexdec,word,high,high,6,master,.562,-.576253429088446,TRUE,14
L23,lexdec,word,high,high,4,safe,1.781,.577175004307525,TRUE,14
L23,lexdec,word,high,high,4,feed,.812,-.208254938820459,TRUE,14
L23,lexdec,word,high,high,5,track,1.016,.0158733491562902,TRUE,14
L23,lexdec,word,high,high,5,games,.656,-.421594490038048,TRUE,14
L23,lexdec,word,high,high,5,rates,2.688,.988797422660903,TRUE,14
L23,lexdec,word,high,high,6,missed,.843,-.170788320980282,TRUE,14
L23,lexdec,word,high,high,6,stated,1.188,.172271220940453,TRUE,14
L23,lexdec,word,high,high,6,showed,.813,-.207024169434327,TRUE,14
L23,lexdec,nonword,high,low,4,salf,.828,-.188742124596877,TRUE,14
L23,lexdec,nonword,high,low,4,doon,1.485,.395414772254663,TRUE,14
L23,lexdec,nonword,high,low,5,saped,2.766,1.01740223324257,TRUE,14
L23,lexdec,nonword,high,low,5,vobes,1.25,.22314355131421,TRUE,14
L23,lexdec,nonword,high,low,6,poiled,.719,-.32989392126109,TRUE,14
L23,lexdec,nonword,high,low,6,craked,.828,-.188742124596877,TRUE,14
L23,lexdec,nonword,high,low,6,hipped,.985,-.0151136378100482,TRUE,14
L23,lexdec,nonword,high,low,4,vown,1.171,.15785808461558,TRUE,14
L23,lexdec,nonword,high,low,4,baln,2.031,.708528282598248,TRUE,14
L23,lexdec,nonword,high,low,4,dute,1.562,.445967051417494,TRUE,14
L23,lexdec,nonword,high,low,5,smale,2.437,.890767774643069,TRUE,14
L23,lexdec,nonword,high,low,5,wimed,.797,-.226900600191922,TRUE,14
L23,lexdec,nonword,high,low,6,tinked,1.547,.436317571590929,TRUE,14
L23,lexdec,nonword,high,low,4,mies,1.281,.247641022914597,TRUE,14
L23,lexdec,nonword,high,low,4,fims,.718,-.331285709933913,TRUE,14
L23,lexdec,nonword,high,low,5,yails,1.203,.184818436992542,TRUE,14
L23,lexdec,nonword,high,low,5,talts,1.547,.436317571590929,TRUE,14
L23,lexdec,nonword,high,low,6,treaks,.672,-.397496938458987,TRUE,14
L23,lexdec,nonword,high,low,6,creats,.625,-.470003629245736,TRUE,14
L23,lexdec,nonword,high,low,6,blaved,1.14,.131028262406404,TRUE,14
L23,lexdec,nonword,high,low,4,yuts,1.234,.210260925483196,TRUE,14
L23,lexdec,nonword,high,low,4,bups,.906,-.0987159729391577,TRUE,14
L23,lexdec,nonword,high,low,4,fler,1.047,.0459289318883997,TRUE,14
L23,lexdec,nonword,high,low,5,geams,1.782,.577736329048618,TRUE,14
L23,lexdec,nonword,high,low,5,frain,1,0,TRUE,14
L23,lexdec,nonword,high,low,6,looned,.64,-.446287102628419,TRUE,14
L23,lexdec,nonword,high,low,6,starks,.781,-.247180129142451,TRUE,14
L23,lexdec,nonword,high,low,6,eacked,1.125,.117783035656383,TRUE,14
L23,lexdec,nonword,high,low,4,zoss,.718,-.331285709933913,TRUE,14
L23,lexdec,nonword,high,low,5,saged,.859,-.151986356997882,TRUE,14
L23,lexdec,nonword,high,low,5,snall,.688,-.373966441048793,TRUE,14
L23,lexdec,nonword,high,low,6,mooled,.765,-.267879445155601,TRUE,14
L23,lexdec,nonword,high,low,6,zailed,.656,-.421594490038048,TRUE,14
L23,lexdec,nonword,high,low,6,sulled,1.781,.577175004307525,TRUE,14
L23,lexdec,word,high,low,4,wail,1.062,.0601539228197471,TRUE,14
L23,lexdec,word,high,low,4,curl,2.078,.731405892677036,TRUE,14
L23,lexdec,word,high,low,4,cove,.671,-.398986142010455,TRUE,14
L23,lexdec,word,high,low,5,rowed,2.094,.739076112448345,TRUE,14
L23,lexdec,word,high,low,5,latch,3.532,1.26186428274171,TRUE,14
L23,lexdec,word,high,low,6,potted,1.235,.211070970079941,TRUE,14
L23,lexdec,word,high,low,6,cocked,1.531,.425921116675547,TRUE,14
L23,lexdec,word,high,low,6,raving,1.5,.405465108108164,TRUE,14
L23,lexdec,word,high,low,4,teen,.984,-.0161293819298836,TRUE,14
L23,lexdec,word,high,low,4,coil,3.531,1.26158111694625,TRUE,14
L23,lexdec,word,high,low,5,merry,1.907,.645531326618282,TRUE,14
L23,lexdec,word,high,low,6,jailed,.719,-.32989392126109,TRUE,14
L23,lexdec,word,high,low,6,ragged,.641,-.444725822061467,TRUE,14
L23,lexdec,word,high,low,4,wink,.89,-.116533816255952,TRUE,14
L23,lexdec,word,high,low,4,swan,.781,-.247180129142451,TRUE,14
L23,lexdec,word,high,low,5,forts,.609,-.49593701127224,TRUE,14
L23,lexdec,word,high,low,5,scare,.859,-.151986356997882,TRUE,14
L23,lexdec,word,high,low,5,tunes,.797,-.226900600191922,TRUE,14
L23,lexdec,word,high,low,6,spared,1.313,.272314595320659,TRUE,14
L23,lexdec,word,high,low,6,heaped,.609,-.49593701127224,TRUE,14
L23,lexdec,word,high,low,4,flaw,.625,-.470003629245736,TRUE,14
L23,lexdec,word,high,low,4,hack,.813,-.207024169434327,TRUE,14
L23,lexdec,word,high,low,5,noses,.719,-.32989392126109,TRUE,14
L23,lexdec,word,high,low,5,berry,.781,-.247180129142451,TRUE,14
L23,lexdec,word,high,low,5,bully,.546,-.605136303237232,TRUE,14
L23,lexdec,word,high,low,6,winged,.625,-.470003629245736,TRUE,14
L23,lexdec,word,high,low,6,banker,.563,-.574475650842447,TRUE,14
L23,lexdec,word,high,low,4,zeal,.672,-.397496938458987,TRUE,14
L23,lexdec,word,high,low,4,gilt,.891,-.115410851511328,TRUE,14
L23,lexdec,word,high,low,4,rack,1.64,.494696241836107,TRUE,14
L23,lexdec,word,high,low,5,minus,.766,-.266573109241546,TRUE,14
L23,lexdec,word,high,low,5,vines,1.141,.131905070879939,TRUE,14
L23,lexdec,word,high,low,6,tipped,.86,-.150822889734584,TRUE,14
L23,lexdec,word,high,low,6,dating,.64,-.446287102628419,TRUE,14
L23,lexdec,word,high,low,6,ringed,1.718,.541160823562064,TRUE,14
L23,lexdec,nonword,low,high,4,xazz,1.36,.307484699747961,TRUE,14
L23,lexdec,nonword,low,high,4,wefg,.75,-.287682072451781,TRUE,14
L23,lexdec,nonword,low,high,5,iogue,1.797,.586118607801422,TRUE,14
L23,lexdec,nonword,low,high,6,flepts,2.953,1.08282160276179,TRUE,14
L23,lexdec,nonword,low,high,6,jridge,.657,-.420071260497527,TRUE,14
L23,lexdec,nonword,low,high,6,pganes,1.063,.0610950993598108,TRUE,14
L23,lexdec,nonword,low,high,4,tauv,.938,-.0640053299759124,TRUE,14
L23,lexdec,nonword,low,high,4,iurk,.718,-.331285709933913,TRUE,14
L23,lexdec,nonword,low,high,4,wlus,.812,-.208254938820459,TRUE,14
L23,lexdec,nonword,low,high,5,stfte,2.422,.884593645130901,TRUE,14
L23,lexdec,nonword,low,high,5,ayped,.735,-.3078847797693,TRUE,14
L23,lexdec,nonword,low,high,6,sjints,.531,-.632993257740198,TRUE,14
L23,lexdec,nonword,low,high,6,luxged,.703,-.352398387171472,TRUE,14
L23,lexdec,nonword,low,high,4,cruo,.625,-.470003629245736,TRUE,14
L23,lexdec,nonword,low,high,4,zryf,.562,-.576253429088446,TRUE,14
L23,lexdec,nonword,low,high,5,mowzd,.61,-.49429632181478,TRUE,14
L23,lexdec,nonword,low,high,5,rogts,1.032,.031498667059371,TRUE,14
L23,lexdec,nonword,low,high,5,monqh,2.218,.796605888928175,TRUE,14
L23,lexdec,nonword,low,high,6,heeied,.656,-.421594490038048,TRUE,14
L23,lexdec,nonword,low,high,6,snoqze,.766,-.266573109241546,TRUE,14
L23,lexdec,nonword,low,high,4,niys,.594,-.520875959619492,TRUE,14
L23,lexdec,nonword,low,high,4,oxbs,.547,-.603306476560156,TRUE,14
L23,lexdec,nonword,low,high,4,murw,1.078,.0751074724868055,TRUE,14
L23,lexdec,nonword,low,high,5,dyxes,.578,-.54818141030976,TRUE,14
L23,lexdec,nonword,low,high,5,sgoal,.781,-.247180129142451,TRUE,14
L23,lexdec,nonword,low,high,6,reuged,1.079,.0760346862759976,TRUE,14
L23,lexdec,nonword,low,high,6,uifths,.625,-.470003629245736,TRUE,14
L23,lexdec,nonword,low,high,4,nsrm,.687,-.375420986759788,TRUE,14
L23,lexdec,nonword,low,high,4,bhef,.5,-.693147180559945,TRUE,14
L23,lexdec,nonword,low,high,5,gfmfs,1.469,.38458189719174,TRUE,14
L23,lexdec,nonword,low,high,5,dzeam,1.297,.260053905334307,TRUE,14
L23,lexdec,nonword,low,high,5,snohd,1.078,.0751074724868055,TRUE,14
L23,lexdec,nonword,low,high,6,talwed,.657,-.420071260497527,TRUE,14
L23,lexdec,nonword,low,high,6,prahce,.671,-.398986142010455,TRUE,14
L23,lexdec,word,low,high,4,film,1,0,TRUE,14
L23,lexdec,word,low,high,4,tree,1.062,.0601539228197471,TRUE,14
L23,lexdec,word,low,high,4,drew,.547,-.603306476560156,TRUE,14
L23,lexdec,word,low,high,5,claim,.688,-.373966441048793,TRUE,14
L23,lexdec,word,low,high,5,names,.563,-.574475650842447,TRUE,14
L23,lexdec,word,low,high,6,talked,.859,-.151986356997882,TRUE,14
L23,lexdec,word,low,high,6,lifted,.578,-.54818141030976,TRUE,14
L23,lexdec,word,low,high,6,engine,.796,-.228156093137754,TRUE,14
L23,lexdec,word,low,high,4,unit,.703,-.352398387171472,TRUE,14
L23,lexdec,word,low,high,4,eggs,.61,-.49429632181478,TRUE,14
L23,lexdec,word,low,high,4,term,.766,-.266573109241546,TRUE,14
L23,lexdec,word,low,high,5,queen,.704,-.350976922824095,TRUE,14
L23,lexdec,word,low,high,5,serve,1.547,.436317571590929,TRUE,14
L23,lexdec,word,low,high,5,brief,.875,-.133531392624523,TRUE,14
L23,lexdec,word,low,high,6,remain,.579,-.546452801409142,TRUE,14
L23,lexdec,word,low,high,6,tongue,.672,-.397496938458987,TRUE,14
L23,lexdec,word,low,high,4,plus,.657,-.420071260497527,TRUE,14
L23,lexdec,word,low,high,4,iron,2.234,.803793700647009,TRUE,14
L23,lexdec,word,low,high,4,bird,.922,-.0812100554255432,TRUE,14
L23,lexdec,word,low,high,5,enemy,.546,-.605136303237232,TRUE,14
L23,lexdec,word,low,high,5,thick,1.016,.0158733491562902,TRUE,14
L23,lexdec,word,low,high,5,towns,.703,-.352398387171472,TRUE,14
L23,lexdec,word,low,high,6,wished,.672,-.397496938458987,TRUE,14
L23,lexdec,word,low,high,6,effort,.578,-.54818141030976,TRUE,14
L23,lexdec,word,low,high,4,glad,.812,-.208254938820459,TRUE,14
L23,lexdec,word,low,high,4,club,.61,-.49429632181478,TRUE,14
L23,lexdec,word,low,high,5,yards,.531,-.632993257740198,TRUE,14
L23,lexdec,word,low,high,5,limit,.61,-.49429632181478,TRUE,14
L23,lexdec,word,low,high,5,ahead,.672,-.397496938458987,TRUE,14
L23,lexdec,word,low,high,6,helped,.609,-.49593701127224,TRUE,14
L23,lexdec,word,low,high,6,gained,.656,-.421594490038048,TRUE,14
L23,lexdec,word,low,high,6,smiled,.672,-.397496938458987,TRUE,14
L23,lexdec,word,low,high,4,self,.813,-.207024169434327,TRUE,14
L23,lexdec,word,low,high,4,sign,.703,-.352398387171472,TRUE,14
L23,lexdec,word,low,high,5,noted,.734,-.309246250367621,TRUE,14
L23,lexdec,word,low,high,5,facts,.75,-.287682072451781,TRUE,14
L23,lexdec,word,low,high,6,caused,.61,-.49429632181478,TRUE,14
L23,lexdec,word,low,high,6,nodded,2.625,.965080896043587,TRUE,14
L23,lexdec,word,low,high,6,agreed,.829,-.187535123846842,TRUE,14
L23,lexdec,nonword,low,low,4,gurg,.969,-.0314906670913708,TRUE,14
L23,lexdec,nonword,low,low,4,nege,1.094,.0898407039997895,TRUE,14
L23,lexdec,nonword,low,low,5,gilge,.703,-.352398387171472,TRUE,14
L23,lexdec,nonword,low,low,5,gwern,1.016,.0158733491562902,TRUE,14
L23,lexdec,nonword,low,low,5,slefs,1.703,.532391401680551,TRUE,14
L23,lexdec,nonword,low,low,6,quetts,1.062,.0601539228197471,TRUE,14
L23,lexdec,nonword,low,low,6,cweate,.64,-.446287102628419,TRUE,14
L23,lexdec,nonword,low,low,6,blorgs,.656,-.421594490038048,TRUE,14
L23,lexdec,nonword,low,low,4,pryp,.704,-.350976922824095,TRUE,14
L23,lexdec,nonword,low,low,4,deuf,.656,-.421594490038048,TRUE,14
L23,lexdec,nonword,low,low,4,vabb,1.016,.0158733491562902,TRUE,14
L23,lexdec,nonword,low,low,5,terpe,.781,-.247180129142451,TRUE,14
L23,lexdec,nonword,low,low,5,volms,1.063,.0610950993598108,TRUE,14
L23,lexdec,nonword,low,low,5,thaik,.734,-.309246250367621,TRUE,14
L23,lexdec,nonword,low,low,6,thrued,1.297,.260053905334307,TRUE,14
L23,lexdec,nonword,low,low,6,deaffs,1.39,.3293037471426,TRUE,14
L23,lexdec,nonword,low,low,4,dwek,.704,-.350976922824095,TRUE,14
L23,lexdec,nonword,low,low,4,merg,.735,-.3078847797693,TRUE,14
L23,lexdec,nonword,low,low,4,veut,.656,-.421594490038048,TRUE,14
L23,lexdec,nonword,low,low,5,yeece,.828,-.188742124596877,TRUE,14
L23,lexdec,nonword,low,low,5,clett,.844,-.16960278438618,TRUE,14
L23,lexdec,nonword,low,low,6,korged,2.407,.878381158800935,TRUE,14
L23,lexdec,nonword,low,low,6,slaund,.735,-.3078847797693,TRUE,14
L23,lexdec,nonword,low,low,6,breked,.766,-.266573109241546,TRUE,14
L23,lexdec,nonword,low,low,4,dwur,1.266,.235862323721984,TRUE,14
L23,lexdec,nonword,low,low,4,ipce,.813,-.207024169434327,TRUE,14
L23,lexdec,nonword,low,low,5,montz,.547,-.603306476560156,TRUE,14
L23,lexdec,nonword,low,low,5,teene,.688,-.373966441048793,TRUE,14
L23,lexdec,nonword,low,low,6,fleste,.891,-.115410851511328,TRUE,14
L23,lexdec,nonword,low,low,6,whoals,.875,-.133531392624523,TRUE,14
L23,lexdec,nonword,low,low,6,lothed,2.625,.965080896043587,TRUE,14
L23,lexdec,nonword,low,low,4,jeev,.985,-.0151136378100482,TRUE,14
L23,lexdec,nonword,low,low,4,zyts,.688,-.373966441048793,TRUE,14
L23,lexdec,nonword,low,low,5,shond,.734,-.309246250367621,TRUE,14
L23,lexdec,nonword,low,low,5,pryts,.718,-.331285709933913,TRUE,14
L23,lexdec,nonword,low,low,5,shoth,.657,-.420071260497527,TRUE,14
L23,lexdec,nonword,low,low,6,sponts,.687,-.375420986759788,TRUE,14
L23,lexdec,nonword,low,low,6,froads,.703,-.352398387171472,TRUE,14
L23,lexdec,word,low,low,4,numb,1.094,.0898407039997895,TRUE,14
L23,lexdec,word,low,low,4,afar,.609,-.49593701127224,TRUE,14
L23,lexdec,word,low,low,5,lions,1.297,.260053905334307,TRUE,14
L23,lexdec,word,low,low,5,abide,.812,-.208254938820459,TRUE,14
L23,lexdec,word,low,low,5,joins,3.047,1.11415750000357,TRUE,14
L23,lexdec,word,low,low,6,hinted,.906,-.0987159729391577,TRUE,14
L23,lexdec,word,low,low,4,oxen,1.063,.0610950993598108,TRUE,14
L23,lexdec,word,low,low,5,roast,.953,-.048140375327935,TRUE,14
L23,lexdec,word,low,low,5,irons,1.062,.0601539228197471,TRUE,14
L23,lexdec,word,low,low,6,pearls,.609,-.49593701127224,TRUE,14
L23,lexdec,word,low,low,6,flexed,1.844,.611937125134402,TRUE,14
L23,lexdec,word,low,low,6,taxing,2.421,.884180677955921,TRUE,14
L23,lexdec,word,low,low,5,sofas,.766,-.266573109241546,TRUE,14
L23,lexdec,word,low,low,6,relied,.812,-.208254938820459,TRUE,14
L23,lexdec,word,low,low,4,menu,.593,-.522560879984412,TRUE,14
L23,lexdec,word,low,low,4,hazy,1.016,.0158733491562902,TRUE,14
L23,lexdec,word,low,low,5,hosts,.594,-.520875959619492,TRUE,14
L23,lexdec,word,low,low,5,clues,1.359,.306749135169007,TRUE,14
L23,lexdec,word,low,low,5,plush,.906,-.0987159729391577,TRUE,14
L23,lexdec,word,low,low,6,risked,.594,-.520875959619492,TRUE,14
L23,lexdec,word,low,low,6,wedged,.532,-.631111789640493,TRUE,14
L23,lexdec,word,low,low,4,chef,.719,-.32989392126109,TRUE,14
L23,lexdec,word,low,low,4,dual,.672,-.397496938458987,TRUE,14
L23,lexdec,word,low,low,5,hymns,1.453,.373630384588146,TRUE,14
L23,lexdec,word,low,low,5,marsh,.641,-.444725822061467,TRUE,14
L23,lexdec,word,low,low,5,idiom,.672,-.397496938458987,TRUE,14
L23,lexdec,word,low,low,6,spiced,.547,-.603306476560156,TRUE,14
L23,lexdec,word,low,low,6,melted,2.5,.916290731874155,TRUE,14
L24,lexdec,nonword,high,high,4,uows,.641,-.444725822061467,TRUE,15
L24,lexdec,nonword,high,high,4,uile,.875,-.133531392624523,TRUE,15
L24,lexdec,nonword,high,high,4,xage,.891,-.115410851511328,TRUE,15
L24,lexdec,nonword,high,high,5,iulls,.828,-.188742124596877,TRUE,15
L24,lexdec,nonword,high,high,5,oeats,.657,-.420071260497527,TRUE,15
L24,lexdec,nonword,high,high,5,clajs,1.218,.197210169287705,TRUE,15
L24,lexdec,nonword,high,high,6,uucked,.844,-.16960278438618,TRUE,15
L24,lexdec,nonword,high,high,6,aopped,.906,-.0987159729391577,TRUE,15
L24,lexdec,nonword,high,high,4,eint,.64,-.446287102628419,TRUE,15
L24,lexdec,nonword,high,high,4,aung,1.391,.330022912941306,TRUE,15
L24,lexdec,nonword,high,high,4,tiue,.781,-.247180129142451,TRUE,15
L24,lexdec,nonword,high,high,5,aeeds,.782,-.245900538436826,TRUE,15
L24,lexdec,nonword,high,high,5,uands,.812,-.208254938820459,TRUE,15
L24,lexdec,nonword,high,high,6,leaoed,2.687,.988425329633354,TRUE,15
L24,lexdec,nonword,high,high,6,aumble,.828,-.188742124596877,TRUE,15
L24,lexdec,nonword,high,high,4,sanh,.875,-.133531392624523,TRUE,15
L24,lexdec,nonword,high,high,4,uans,.907,-.0976128288670004,TRUE,15
